hgnc_id	gene_symbol	ndd_ad_classes	ndd_ar_classes	ndd_adar_classes	ndd_all_classes
HGNC:6478	LAIR2	negative	negative	negative	negative
HGNC:6480	LALBA	negative	negative	negative	negative
HGNC:6481	LAMA1	-	positive	positive	positive
HGNC:6482	LAMA2	-	positive	positive	positive
HGNC:6483	LAMA3	uknown	uknown	uknown	uknown
HGNC:6484	LAMA4	uknown	uknown	uknown	uknown
HGNC:6485	LAMA5	uknown	uknown	uknown	uknown
HGNC:6486	LAMB1	-	positive	positive	positive
HGNC:6487	LAMB2	uknown	uknown	uknown	uknown
HGNC:6490	LAMB3	uknown	uknown	uknown	uknown
HGNC:6491	LAMB4	negative	negative	negative	negative
HGNC:6492	LAMC1	negative	negative	negative	negative
HGNC:6493	LAMC2	uknown	uknown	uknown	uknown
HGNC:6494	LAMC3	-	positive	positive	positive
HGNC:6499	LAMP1	negative	negative	negative	negative
HGNC:6501	LAMP2	-	-	-	positive
HGNC:14582	LAMP3	negative	negative	negative	negative
HGNC:16097	LAMP5	negative	negative	negative	negative
HGNC:26068	LAMTOR1	negative	negative	negative	negative
HGNC:29796	LAMTOR2	uknown	uknown	uknown	uknown
HGNC:15606	LAMTOR3	negative	negative	negative	negative
HGNC:33772	LAMTOR4	negative	negative	negative	negative
HGNC:17955	LAMTOR5	negative	negative	negative	negative
HGNC:6508	LANCL1	negative	negative	negative	negative
HGNC:6509	LANCL2	negative	negative	negative	negative
HGNC:24767	LANCL3	negative	negative	negative	negative
HGNC:18449	LAP3	negative	negative	negative	negative
HGNC:6924	LAPTM4A	negative	negative	negative	negative
HGNC:13646	LAPTM4B	negative	negative	negative	negative
HGNC:29612	LAPTM5	negative	negative	negative	negative
HGNC:6511	LARGE1	-	positive	positive	positive
HGNC:16522	LARGE2	negative	negative	negative	negative
HGNC:29531	LARP1	negative	negative	negative	negative
HGNC:24704	LARP1B	negative	negative	negative	negative
HGNC:24320	LARP4	negative	negative	negative	negative
HGNC:28987	LARP4B	negative	negative	negative	negative
HGNC:24012	LARP6	negative	negative	negative	negative
HGNC:24912	LARP7	-	positive	positive	positive
HGNC:6512	LARS1	-	positive	positive	positive
HGNC:17095	LARS2	uknown	uknown	uknown	uknown
HGNC:25726	LAS1L	uknown	uknown	uknown	uknown
HGNC:6513	LASP1	negative	negative	negative	negative
HGNC:44353	LASP1NB	negative	negative	negative	negative
HGNC:18874	LAT	uknown	uknown	uknown	uknown
HGNC:12749	LAT2	negative	negative	negative	negative
HGNC:6514	LATS1	negative	negative	negative	negative
HGNC:6515	LATS2	negative	negative	negative	negative
HGNC:26005	LAX1	negative	negative	negative	negative
HGNC:29471	LAYN	negative	negative	negative	negative
HGNC:29532	LBH	negative	negative	negative	negative
HGNC:28351	LBHD1	negative	negative	negative	negative
HGNC:52384	LBHD2	negative	negative	negative	negative
HGNC:6517	LBP	negative	negative	negative	negative
HGNC:6518	LBR	uknown	uknown	uknown	uknown
HGNC:16960	LBX1	negative	negative	negative	negative
HGNC:15525	LBX2	negative	negative	negative	negative
HGNC:31923	LCA5	uknown	uknown	uknown	uknown
HGNC:1255	LCA5L	negative	negative	negative	negative
HGNC:6522	LCAT	uknown	uknown	uknown	uknown
HGNC:29459	LCE1A	negative	negative	negative	negative
HGNC:16611	LCE1B	negative	negative	negative	negative
HGNC:29464	LCE1C	negative	negative	negative	negative
HGNC:29465	LCE1D	negative	negative	negative	negative
HGNC:29466	LCE1E	negative	negative	negative	negative
HGNC:29467	LCE1F	negative	negative	negative	negative
HGNC:29469	LCE2A	negative	negative	negative	negative
HGNC:16610	LCE2B	negative	negative	negative	negative
HGNC:29460	LCE2C	negative	negative	negative	negative
HGNC:16518	LCE2D	negative	negative	negative	negative
HGNC:29461	LCE3A	negative	negative	negative	negative
HGNC:29462	LCE3B	negative	negative	negative	negative
HGNC:16612	LCE3C	negative	negative	negative	negative
HGNC:16615	LCE3D	negative	negative	negative	negative
HGNC:29463	LCE3E	negative	negative	negative	negative
HGNC:16613	LCE4A	negative	negative	negative	negative
HGNC:16614	LCE5A	negative	negative	negative	negative
HGNC:31824	LCE6A	negative	negative	negative	negative
HGNC:55921	LCE7A	negative	negative	negative	negative
HGNC:6524	LCK	uknown	uknown	uknown	uknown
HGNC:26756	LCLAT1	negative	negative	negative	negative
HGNC:17557	LCMT1	negative	negative	negative	negative
HGNC:17558	LCMT2	negative	negative	negative	negative
HGNC:6525	LCN1	negative	negative	negative	negative
HGNC:6526	LCN2	negative	negative	negative	negative
HGNC:17337	LCN6	negative	negative	negative	negative
HGNC:27038	LCN8	negative	negative	negative	negative
HGNC:17442	LCN9	negative	negative	negative	negative
HGNC:20892	LCN10	negative	negative	negative	negative
HGNC:28733	LCN12	negative	negative	negative	negative
HGNC:33777	LCN15	negative	negative	negative	negative
HGNC:34436	LCNL1	negative	negative	negative	negative
HGNC:29503	LCOR	negative	negative	negative	negative
HGNC:30776	LCORL	negative	negative	negative	negative
HGNC:6528	LCP1	negative	negative	negative	negative
HGNC:6529	LCP2	uknown	uknown	uknown	uknown
HGNC:6530	LCT	uknown	uknown	uknown	uknown
HGNC:15583	LCTL	negative	negative	negative	negative
HGNC:30136	LDAF1	negative	negative	negative	negative
HGNC:26145	LDAH	negative	negative	negative	negative
HGNC:6532	LDB1	negative	negative	negative	negative
HGNC:6533	LDB2	uknown	uknown	uknown	uknown
HGNC:15710	LDB3	uknown	uknown	uknown	uknown
HGNC:6535	LDHA	uknown	uknown	uknown	uknown
HGNC:28335	LDHAL6A	negative	negative	negative	negative
HGNC:21481	LDHAL6B	negative	negative	negative	negative
HGNC:6541	LDHB	negative	negative	negative	negative
HGNC:6544	LDHC	negative	negative	negative	negative
HGNC:19708	LDHD	negative	negative	negative	negative
HGNC:6547	LDLR	uknown	uknown	uknown	uknown
HGNC:32069	LDLRAD1	negative	negative	negative	negative
HGNC:32071	LDLRAD2	negative	negative	negative	negative
HGNC:27046	LDLRAD3	negative	negative	negative	negative
HGNC:1224	LDLRAD4	negative	negative	negative	negative
HGNC:18640	LDLRAP1	uknown	uknown	uknown	uknown
HGNC:6548	LDOC1	negative	negative	negative	negative
HGNC:29571	LEAP2	negative	negative	negative	negative
HGNC:6550	LECT2	negative	negative	negative	negative
HGNC:6551	LEF1	uknown	uknown	uknown	uknown
HGNC:6552	LEFTY1	negative	negative	negative	negative
HGNC:3122	LEFTY2	uknown	uknown	uknown	uknown
HGNC:33765	LEKR1	negative	negative	negative	negative
HGNC:32046	LELP1	negative	negative	negative	negative
HGNC:18725	LEMD1	negative	negative	negative	negative
HGNC:21244	LEMD2	uknown	uknown	uknown	uknown
HGNC:28887	LEMD3	uknown	uknown	uknown	uknown
HGNC:14429	LENEP	negative	negative	negative	negative
HGNC:15502	LENG1	negative	negative	negative	negative
HGNC:15500	LENG8	negative	negative	negative	negative
HGNC:16306	LENG9	negative	negative	negative	negative
HGNC:30401	LEO1	uknown	uknown	uknown	uknown
HGNC:6553	LEP	uknown	uknown	uknown	uknown
HGNC:6554	LEPR	uknown	uknown	uknown	uknown
HGNC:29477	LEPROT	negative	negative	negative	negative
HGNC:6555	LEPROTL1	negative	negative	negative	negative
HGNC:6556	LETM1	uknown	uknown	uknown	uknown
HGNC:14648	LETM2	negative	negative	negative	negative
HGNC:24241	LETMD1	negative	negative	negative	negative
HGNC:31953	LEUTX	negative	negative	negative	negative
HGNC:6560	LFNG	uknown	uknown	uknown	uknown
HGNC:6561	LGALS1	negative	negative	negative	negative
HGNC:6562	LGALS2	negative	negative	negative	negative
HGNC:6563	LGALS3	negative	negative	negative	negative
HGNC:6564	LGALS3BP	negative	negative	negative	negative
HGNC:6565	LGALS4	negative	negative	negative	negative
HGNC:6568	LGALS7	negative	negative	negative	negative
HGNC:34447	LGALS7B	negative	negative	negative	negative
HGNC:6569	LGALS8	negative	negative	negative	negative
HGNC:6570	LGALS9	negative	negative	negative	negative
HGNC:24842	LGALS9B	negative	negative	negative	negative
HGNC:33874	LGALS9C	negative	negative	negative	negative
HGNC:15788	LGALS12	negative	negative	negative	negative
HGNC:15449	LGALS13	negative	negative	negative	negative
HGNC:30054	LGALS14	negative	negative	negative	negative
HGNC:40039	LGALS16	negative	negative	negative	negative
HGNC:25012	LGALSL	negative	negative	negative	negative
HGNC:6572	LGI1	uknown	uknown	uknown	uknown
HGNC:18710	LGI2	negative	negative	negative	negative
HGNC:18711	LGI3	negative	negative	negative	negative
HGNC:18712	LGI4	uknown	uknown	uknown	uknown
HGNC:9472	LGMN	negative	negative	negative	negative
HGNC:13299	LGR4	negative	negative	negative	negative
HGNC:4504	LGR5	negative	negative	negative	negative
HGNC:19719	LGR6	negative	negative	negative	negative
HGNC:21016	LGSN	negative	negative	negative	negative
HGNC:6584	LHB	uknown	uknown	uknown	uknown
HGNC:6585	LHCGR	uknown	uknown	uknown	uknown
HGNC:6587	LHFPL1	negative	negative	negative	negative
HGNC:6588	LHFPL2	negative	negative	negative	negative
HGNC:6589	LHFPL3	uknown	uknown	uknown	uknown
HGNC:29568	LHFPL4	negative	negative	negative	negative
HGNC:21253	LHFPL5	uknown	uknown	uknown	uknown
HGNC:6586	LHFPL6	negative	negative	negative	negative
HGNC:33725	LHFPL7	negative	negative	negative	negative
HGNC:30042	LHPP	negative	negative	negative	negative
HGNC:6593	LHX1	negative	negative	negative	negative
HGNC:6594	LHX2	uknown	uknown	uknown	uknown
HGNC:6595	LHX3	uknown	uknown	uknown	uknown
HGNC:21734	LHX4	uknown	uknown	uknown	uknown
HGNC:14216	LHX5	negative	negative	negative	negative
HGNC:21735	LHX6	negative	negative	negative	negative
HGNC:28838	LHX8	negative	negative	negative	negative
HGNC:14222	LHX9	negative	negative	negative	negative
HGNC:16429	LIAS	-	positive	positive	positive
HGNC:33800	LIAT1	negative	negative	negative	negative
HGNC:6596	LIF	negative	negative	negative	negative
HGNC:6597	LIFR	uknown	uknown	uknown	uknown
HGNC:6598	LIG1	uknown	uknown	uknown	uknown
HGNC:6600	LIG3	uknown	uknown	uknown	uknown
HGNC:6601	LIG4	-	positive	positive	positive
HGNC:6602	LILRA1	negative	negative	negative	negative
HGNC:6603	LILRA2	negative	negative	negative	negative
HGNC:15503	LILRA4	negative	negative	negative	negative
HGNC:16309	LILRA5	negative	negative	negative	negative
HGNC:15495	LILRA6	negative	negative	negative	negative
HGNC:6605	LILRB1	uknown	uknown	uknown	uknown
HGNC:6606	LILRB2	uknown	uknown	uknown	uknown
HGNC:6607	LILRB3	negative	negative	negative	negative
HGNC:6608	LILRB4	negative	negative	negative	negative
HGNC:6609	LILRB5	negative	negative	negative	negative
HGNC:6610	LIM2	uknown	uknown	uknown	uknown
HGNC:24636	LIMA1	negative	negative	negative	negative
HGNC:29191	LIMCH1	negative	negative	negative	negative
HGNC:6612	LIMD1	negative	negative	negative	negative
HGNC:28142	LIMD2	negative	negative	negative	negative
HGNC:26016	LIME1	negative	negative	negative	negative
HGNC:6613	LIMK1	uknown	uknown	uknown	uknown
HGNC:6614	LIMK2	negative	negative	negative	negative
HGNC:6616	LIMS1	negative	negative	negative	negative
HGNC:16084	LIMS2	uknown	uknown	uknown	uknown
HGNC:30047	LIMS3	negative	negative	negative	negative
HGNC:39941	LIMS4	negative	negative	negative	negative
HGNC:17787	LIN7A	negative	negative	negative	negative
HGNC:17788	LIN7B	uknown	uknown	uknown	uknown
HGNC:17789	LIN7C	negative	negative	negative	negative
HGNC:30830	LIN9	negative	negative	negative	negative
HGNC:15986	LIN28A	negative	negative	negative	negative
HGNC:32207	LIN28B	uknown	uknown	uknown	uknown
HGNC:33234	LIN37	negative	negative	negative	negative
HGNC:19856	LIN52	negative	negative	negative	negative
HGNC:25397	LIN54	negative	negative	negative	negative
HGNC:21205	LINGO1	uknown	uknown	uknown	uknown
HGNC:21207	LINGO2	negative	negative	negative	negative
HGNC:21206	LINGO3	negative	negative	negative	negative
HGNC:31814	LINGO4	-	positive	positive	positive
HGNC:30922	LINS1	-	positive	positive	positive
HGNC:6617	LIPA	uknown	uknown	uknown	uknown
HGNC:6619	LIPC	uknown	uknown	uknown	uknown
HGNC:6621	LIPE	uknown	uknown	uknown	uknown
HGNC:6622	LIPF	negative	negative	negative	negative
HGNC:6623	LIPG	negative	negative	negative	negative
HGNC:18483	LIPH	uknown	uknown	uknown	uknown
HGNC:18821	LIPI	uknown	uknown	uknown	uknown
HGNC:21773	LIPJ	negative	negative	negative	negative
HGNC:23444	LIPK	negative	negative	negative	negative
HGNC:23455	LIPM	negative	negative	negative	negative
HGNC:23452	LIPN	uknown	uknown	uknown	uknown
HGNC:29569	LIPT1	-	positive	positive	positive
HGNC:37216	LIPT2	uknown	uknown	uknown	uknown
HGNC:16841	LITAF	uknown	uknown	uknown	uknown
HGNC:53927	LITAFD	negative	negative	negative	negative
HGNC:18581	LIX1	negative	negative	negative	negative
HGNC:28715	LIX1L	uknown	uknown	uknown	uknown
HGNC:33718	LKAAEAR1	negative	negative	negative	negative
HGNC:21750	LLCFC1	negative	negative	negative	negative
HGNC:6628	LLGL1	negative	negative	negative	negative
HGNC:6629	LLGL2	negative	negative	negative	negative
HGNC:28229	LLPH	negative	negative	negative	negative
HGNC:6631	LMAN1	uknown	uknown	uknown	uknown
HGNC:6632	LMAN1L	negative	negative	negative	negative
HGNC:16986	LMAN2	negative	negative	negative	negative
HGNC:19263	LMAN2L	uknown	uknown	uknown	uknown
HGNC:13243	LMBR1	uknown	uknown	uknown	uknown
HGNC:18268	LMBR1L	negative	negative	negative	negative
HGNC:23038	LMBRD1	uknown	uknown	uknown	uknown
HGNC:25287	LMBRD2	positive	-	positive	positive
HGNC:6633	LMCD1	negative	negative	negative	negative
HGNC:14154	LMF1	uknown	uknown	uknown	uknown
HGNC:25096	LMF2	negative	negative	negative	negative
HGNC:15991	LMLN	negative	negative	negative	negative
HGNC:6636	LMNA	uknown	uknown	uknown	uknown
HGNC:6637	LMNB1	positive	-	positive	positive
HGNC:6638	LMNB2	uknown	uknown	uknown	uknown
HGNC:26683	LMNTD1	negative	negative	negative	negative
HGNC:28561	LMNTD2	negative	negative	negative	negative
HGNC:6641	LMO1	negative	negative	negative	negative
HGNC:6642	LMO2	negative	negative	negative	negative
HGNC:6643	LMO3	negative	negative	negative	negative
HGNC:6644	LMO4	uknown	uknown	uknown	uknown
HGNC:6646	LMO7	negative	negative	negative	negative
HGNC:6647	LMOD1	uknown	uknown	uknown	uknown
HGNC:6648	LMOD2	uknown	uknown	uknown	uknown
HGNC:6649	LMOD3	uknown	uknown	uknown	uknown
HGNC:17880	LMTK2	negative	negative	negative	negative
HGNC:19295	LMTK3	negative	negative	negative	negative
HGNC:6653	LMX1A	uknown	uknown	uknown	uknown
HGNC:6654	LMX1B	uknown	uknown	uknown	uknown
HGNC:28014	LNP1	negative	negative	negative	negative
HGNC:6656	LNPEP	negative	negative	negative	negative
HGNC:21610	LNPK	uknown	uknown	uknown	uknown
HGNC:6657	LNX1	negative	negative	negative	negative
HGNC:20421	LNX2	negative	negative	negative	negative
HGNC:9479	LONP1	-	positive	positive	positive
HGNC:20598	LONP2	negative	negative	negative	negative
HGNC:26302	LONRF1	negative	negative	negative	negative
HGNC:24788	LONRF2	negative	negative	negative	negative
HGNC:21152	LONRF3	negative	negative	negative	negative
HGNC:6663	LORICRIN	negative	negative	negative	negative
HGNC:6664	LOX	uknown	uknown	uknown	uknown
HGNC:26521	LOXHD1	uknown	uknown	uknown	uknown
HGNC:6665	LOXL1	negative	negative	negative	negative
HGNC:6666	LOXL2	uknown	uknown	uknown	uknown
HGNC:13869	LOXL3	uknown	uknown	uknown	uknown
HGNC:17171	LOXL4	negative	negative	negative	negative
HGNC:6667	LPA	uknown	uknown	uknown	uknown
HGNC:3166	LPAR1	negative	negative	negative	negative
HGNC:3168	LPAR2	negative	negative	negative	negative
HGNC:14298	LPAR3	negative	negative	negative	negative
HGNC:4478	LPAR4	negative	negative	negative	negative
HGNC:13307	LPAR5	negative	negative	negative	negative
HGNC:15520	LPAR6	uknown	uknown	uknown	uknown
HGNC:25718	LPCAT1	negative	negative	negative	negative
HGNC:26032	LPCAT2	negative	negative	negative	negative
HGNC:30244	LPCAT3	negative	negative	negative	negative
HGNC:30059	LPCAT4	negative	negative	negative	negative
HGNC:28985	LPGAT1	negative	negative	negative	negative
HGNC:13345	LPIN1	uknown	uknown	uknown	uknown
HGNC:14450	LPIN2	uknown	uknown	uknown	uknown
HGNC:14451	LPIN3	negative	negative	negative	negative
HGNC:6677	LPL	uknown	uknown	uknown	uknown
HGNC:6678	LPO	negative	negative	negative	negative
HGNC:6679	LPP	negative	negative	negative	negative
HGNC:14061	LPXN	negative	negative	negative	negative
HGNC:6685	LRAT	uknown	uknown	uknown	uknown
HGNC:20743	LRATD1	negative	negative	negative	negative
HGNC:24166	LRATD2	negative	negative	negative	negative
HGNC:1742	LRBA	uknown	uknown	uknown	uknown
HGNC:20309	LRCH1	negative	negative	negative	negative
HGNC:29292	LRCH2	negative	negative	negative	negative
HGNC:28637	LRCH3	negative	negative	negative	negative
HGNC:6691	LRCH4	negative	negative	negative	negative
HGNC:44160	LRCOL1	negative	negative	negative	negative
HGNC:29290	LRFN1	negative	negative	negative	negative
HGNC:21226	LRFN2	uknown	uknown	uknown	uknown
HGNC:28370	LRFN3	negative	negative	negative	negative
HGNC:28456	LRFN4	negative	negative	negative	negative
HGNC:20360	LRFN5	uknown	uknown	uknown	uknown
HGNC:29480	LRG1	negative	negative	negative	negative
HGNC:21964	LRGUK	negative	negative	negative	negative
HGNC:30299	LRIF1	uknown	uknown	uknown	uknown
HGNC:17360	LRIG1	negative	negative	negative	negative
HGNC:20889	LRIG2	uknown	uknown	uknown	uknown
HGNC:30991	LRIG3	uknown	uknown	uknown	uknown
HGNC:23404	LRIT1	negative	negative	negative	negative
HGNC:23443	LRIT2	negative	negative	negative	negative
HGNC:24783	LRIT3	uknown	uknown	uknown	uknown
HGNC:23405	LRMDA	uknown	uknown	uknown	uknown
HGNC:6692	LRP1	uknown	uknown	uknown	uknown
HGNC:6693	LRP1B	negative	negative	negative	negative
HGNC:6694	LRP2	-	positive	positive	positive
HGNC:25434	LRP2BP	negative	negative	negative	negative
HGNC:6695	LRP3	negative	negative	negative	negative
HGNC:6696	LRP4	uknown	uknown	uknown	uknown
HGNC:6697	LRP5	uknown	uknown	uknown	uknown
HGNC:6698	LRP6	uknown	uknown	uknown	uknown
HGNC:6700	LRP8	negative	negative	negative	negative
HGNC:14553	LRP10	negative	negative	negative	negative
HGNC:16936	LRP11	negative	negative	negative	negative
HGNC:31708	LRP12	negative	negative	negative	negative
HGNC:6701	LRPAP1	uknown	uknown	uknown	uknown
HGNC:15714	LRPPRC	-	positive	positive	positive
HGNC:19742	LRR1	negative	negative	negative	negative
HGNC:14307	LRRC1	uknown	uknown	uknown	uknown
HGNC:14676	LRRC2	negative	negative	negative	negative
HGNC:14965	LRRC3	negative	negative	negative	negative
HGNC:28105	LRRC3B	negative	negative	negative	negative
HGNC:40034	LRRC3C	negative	negative	negative	negative
HGNC:15586	LRRC4	uknown	uknown	uknown	uknown
HGNC:25042	LRRC4B	negative	negative	negative	negative
HGNC:29317	LRRC4C	negative	negative	negative	negative
HGNC:18531	LRRC7	negative	negative	negative	negative
HGNC:19027	LRRC8A	uknown	uknown	uknown	uknown
HGNC:30692	LRRC8B	negative	negative	negative	negative
HGNC:25075	LRRC8C	negative	negative	negative	negative
HGNC:16992	LRRC8D	negative	negative	negative	negative
HGNC:26272	LRRC8E	negative	negative	negative	negative
HGNC:19848	LRRC9	negative	negative	negative	negative
HGNC:20264	LRRC10	negative	negative	negative	negative
HGNC:37215	LRRC10B	negative	negative	negative	negative
HGNC:20419	LRRC14	negative	negative	negative	negative
HGNC:37268	LRRC14B	negative	negative	negative	negative
HGNC:20818	LRRC15	negative	negative	negative	negative
HGNC:16895	LRRC17	negative	negative	negative	negative
HGNC:23199	LRRC18	negative	negative	negative	negative
HGNC:23379	LRRC19	negative	negative	negative	negative
HGNC:23421	LRRC20	negative	negative	negative	negative
HGNC:19138	LRRC23	negative	negative	negative	negative
HGNC:28947	LRRC24	negative	negative	negative	negative
HGNC:29806	LRRC25	negative	negative	negative	negative
HGNC:31409	LRRC26	negative	negative	negative	negative
HGNC:29346	LRRC27	negative	negative	negative	negative
HGNC:28355	LRRC28	negative	negative	negative	negative
HGNC:30219	LRRC30	negative	negative	negative	negative
HGNC:26261	LRRC31	negative	negative	negative	negative
HGNC:4161	LRRC32	uknown	uknown	uknown	uknown
HGNC:28408	LRRC34	negative	negative	negative	negative
HGNC:25615	LRRC36	negative	negative	negative	negative
HGNC:29069	LRRC37A	negative	negative	negative	negative
HGNC:32404	LRRC37A2	negative	negative	negative	negative
HGNC:32427	LRRC37A3	negative	negative	negative	negative
HGNC:29070	LRRC37B	negative	negative	negative	negative
HGNC:27005	LRRC38	negative	negative	negative	negative
HGNC:28228	LRRC39	negative	negative	negative	negative
HGNC:26004	LRRC40	negative	negative	negative	negative
HGNC:16917	LRRC41	negative	negative	negative	negative
HGNC:28792	LRRC42	negative	negative	negative	negative
HGNC:28562	LRRC43	negative	negative	negative	negative
HGNC:28302	LRRC45	negative	negative	negative	negative
HGNC:25047	LRRC46	negative	negative	negative	negative
HGNC:29207	LRRC47	negative	negative	negative	negative
HGNC:25965	LRRC49	negative	negative	negative	negative
HGNC:55526	LRRC51	negative	negative	negative	negative
HGNC:32156	LRRC52	negative	negative	negative	negative
HGNC:25255	LRRC53	negative	negative	negative	negative
HGNC:32324	LRRC55	negative	negative	negative	negative
HGNC:25430	LRRC56	uknown	uknown	uknown	uknown
HGNC:26719	LRRC57	negative	negative	negative	negative
HGNC:26968	LRRC58	negative	negative	negative	negative
HGNC:28817	LRRC59	negative	negative	negative	negative
HGNC:21704	LRRC61	negative	negative	negative	negative
HGNC:34296	LRRC63	negative	negative	negative	negative
HGNC:34299	LRRC66	negative	negative	negative	negative
HGNC:34303	LRRC69	negative	negative	negative	negative
HGNC:35155	LRRC70	negative	negative	negative	negative
HGNC:26556	LRRC71	negative	negative	negative	negative
HGNC:42972	LRRC72	negative	negative	negative	negative
HGNC:21375	LRRC73	negative	negative	negative	negative
HGNC:23346	LRRC74A	negative	negative	negative	negative
HGNC:34301	LRRC74B	negative	negative	negative	negative
HGNC:32403	LRRC75A	negative	negative	negative	negative
HGNC:33155	LRRC75B	negative	negative	negative	negative
HGNC:29373	LRRCC1	negative	negative	negative	negative
HGNC:34300	LRRD1	negative	negative	negative	negative
HGNC:6702	LRRFIP1	negative	negative	negative	negative
HGNC:6703	LRRFIP2	negative	negative	negative	negative
HGNC:25708	LRRIQ1	negative	negative	negative	negative
HGNC:28318	LRRIQ3	negative	negative	negative	negative
HGNC:34298	LRRIQ4	negative	negative	negative	negative
HGNC:18608	LRRK1	uknown	uknown	uknown	uknown
HGNC:18618	LRRK2	uknown	uknown	uknown	uknown
HGNC:20980	LRRN1	negative	negative	negative	negative
HGNC:16914	LRRN2	negative	negative	negative	negative
HGNC:17200	LRRN3	negative	negative	negative	negative
HGNC:16208	LRRN4	negative	negative	negative	negative
HGNC:33724	LRRN4CL	negative	negative	negative	negative
HGNC:19408	LRRTM1	uknown	uknown	uknown	uknown
HGNC:19409	LRRTM2	negative	negative	negative	negative
HGNC:19410	LRRTM3	negative	negative	negative	negative
HGNC:19411	LRRTM4	negative	negative	negative	negative
HGNC:25135	LRSAM1	uknown	uknown	uknown	uknown
HGNC:25023	LRTM1	negative	negative	negative	negative
HGNC:32443	LRTM2	negative	negative	negative	negative
HGNC:21769	LRWD1	negative	negative	negative	negative
HGNC:6705	LSAMP	negative	negative	negative	negative
HGNC:25652	LSG1	negative	negative	negative	negative
HGNC:20472	LSM1	negative	negative	negative	negative
HGNC:13940	LSM2	negative	negative	negative	negative
HGNC:17874	LSM3	negative	negative	negative	negative
HGNC:17259	LSM4	negative	negative	negative	negative
HGNC:17162	LSM5	negative	negative	negative	negative
HGNC:17017	LSM6	negative	negative	negative	negative
HGNC:20470	LSM7	uknown	uknown	uknown	uknown
HGNC:20471	LSM8	negative	negative	negative	negative
HGNC:17562	LSM10	negative	negative	negative	negative
HGNC:30860	LSM11	uknown	uknown	uknown	uknown
HGNC:26407	LSM12	negative	negative	negative	negative
HGNC:24489	LSM14A	negative	negative	negative	negative
HGNC:15887	LSM14B	negative	negative	negative	negative
HGNC:22036	LSMEM1	negative	negative	negative	negative
HGNC:26781	LSMEM2	negative	negative	negative	negative
HGNC:6707	LSP1	negative	negative	negative	negative
HGNC:29572	LSR	uknown	uknown	uknown	uknown
HGNC:6708	LSS	-	positive	positive	positive
HGNC:14189	LST1	negative	negative	negative	negative
HGNC:6709	LTA	negative	negative	negative	negative
HGNC:6710	LTA4H	negative	negative	negative	negative
HGNC:6711	LTB	negative	negative	negative	negative
HGNC:6713	LTB4R	negative	negative	negative	negative
HGNC:19260	LTB4R2	negative	negative	negative	negative
HGNC:6714	LTBP1	uknown	uknown	uknown	uknown
HGNC:6715	LTBP2	uknown	uknown	uknown	uknown
HGNC:6716	LTBP3	uknown	uknown	uknown	uknown
HGNC:6717	LTBP4	uknown	uknown	uknown	uknown
HGNC:6718	LTBR	negative	negative	negative	negative
HGNC:6719	LTC4S	negative	negative	negative	negative
HGNC:6720	LTF	uknown	uknown	uknown	uknown
HGNC:6721	LTK	negative	negative	negative	negative
HGNC:13082	LTN1	negative	negative	negative	negative
HGNC:17589	LTO1	negative	negative	negative	negative
HGNC:21173	LTV1	uknown	uknown	uknown	uknown
HGNC:6723	LUC7L	negative	negative	negative	negative
HGNC:21608	LUC7L2	negative	negative	negative	negative
HGNC:24309	LUC7L3	negative	negative	negative	negative
HGNC:6724	LUM	negative	negative	negative	negative
HGNC:32327	LURAP1	negative	negative	negative	negative
HGNC:31452	LURAP1L	negative	negative	negative	negative
HGNC:14985	LUZP1	negative	negative	negative	negative
HGNC:23206	LUZP2	negative	negative	negative	negative
HGNC:24971	LUZP4	negative	negative	negative	negative
HGNC:26904	LVRN	negative	negative	negative	negative
HGNC:13347	LXN	negative	negative	negative	negative
HGNC:13348	LY6D	negative	negative	negative	negative
HGNC:6727	LY6E	uknown	uknown	uknown	uknown
HGNC:13931	LY6G5B	negative	negative	negative	negative
HGNC:13932	LY6G5C	negative	negative	negative	negative
HGNC:13936	LY6G6C	negative	negative	negative	negative
HGNC:13935	LY6G6D	negative	negative	negative	negative
HGNC:13933	LY6G6F	negative	negative	negative	negative
HGNC:6728	LY6H	negative	negative	negative	negative
HGNC:24225	LY6K	negative	negative	negative	negative
HGNC:52284	LY6L	negative	negative	negative	negative
HGNC:54397	LY6S	negative	negative	negative	negative
HGNC:6730	LY9	negative	negative	negative	negative
HGNC:6729	LY75	negative	negative	negative	negative
HGNC:16837	LY86	negative	negative	negative	negative
HGNC:17156	LY96	negative	negative	negative	negative
HGNC:26021	LYAR	negative	negative	negative	negative
HGNC:27014	LYG1	negative	negative	negative	negative
HGNC:29615	LYG2	negative	negative	negative	negative
HGNC:6734	LYL1	negative	negative	negative	negative
HGNC:6735	LYN	uknown	uknown	uknown	uknown
HGNC:29604	LYNX1	negative	negative	negative	negative
HGNC:28431	LYPD1	negative	negative	negative	negative
HGNC:25215	LYPD2	negative	negative	negative	negative
HGNC:24880	LYPD3	negative	negative	negative	negative
HGNC:28659	LYPD4	negative	negative	negative	negative
HGNC:26397	LYPD5	negative	negative	negative	negative
HGNC:28751	LYPD6	negative	negative	negative	negative
HGNC:27018	LYPD6B	negative	negative	negative	negative
HGNC:44208	LYPD8	negative	negative	negative	negative
HGNC:6737	LYPLA1	negative	negative	negative	negative
HGNC:6738	LYPLA2	negative	negative	negative	negative
HGNC:20440	LYPLAL1	negative	negative	negative	negative
